36,28,53,39,281,289,264,278,317
0,24,14,21,100,76,86,79,100
0,0,12,6,89,89,77,83,89
0,1,4,0,4,3,0,4,4
36,28,57,39,290,298,269,287,326
36,28,57,39,290,298,269,287,326
